text	label
current spiral of violence	0
showered upon favours	0
go out into the streets to defend	1
harsh	0
victory	1
the right direction	1
would hurt the people	0
does not want	0
when it was lenient	1
undivided support	1
cow	0
strong objections	0
enemy	0
charges against	0
coup - plotting	0
is obsolete	0
setback	0
to resist	0
have their human rights ruthlessly trampled upon	0
defended	1
imperialists are weakening and aspirations to independence are strengthening	1
be considered	1
used to call	0
repressive	0
alone is overwhelming	0
imperialist war maniacs	0
to rid	1
independence	1
determination	1
expressed interest	1
could have just as easily sustained by rereading his own copy	0
strongly criticized	0
supporters	1
progressive	1
concern	0
calling for	1
lending any support	1
under these circumstances	0
is becoming more complicated	0
subjugate	0
increasingly angry	0
agreed	1
you can hardly speak of a targeting error	0
axis of evil	0
defiant	0
know	0
blamed	0
boasts	1
have denied	0
the best way	1
good	1
not what it is all about	0
makes sense	1
things could be worse	1
differed	0
stood with the us	1
siege	0
terrorizing	0
to crush	0
membership in the axis of evil ,	0
crime against humanity	0
have given proof of illegality and political persecution	0
can still break through	1
were not prepared	0
very despicable act	0
were opposing	0
doing the same now	1
shocked	0
in doubt	0
another dangerous signal	0
overlooking	0
more competent	1
regarded as a moderate person , compared to	0
did not show the slightest sympathy , still less the least regret	0
bloodshed	0
rigging	0
concern	0
normalisation with the zionist enemy is a crime against the country , nation and humanity	0
thousands	0
are n't even aware of what they are doing	0
supporters	1
suspected	0
the nature of	0
willing	1
incredible damage	0
hardline	0
genuinely	1
fit of force	0
not only harming	0
superb ability	1
confidence and high esteem	1
used to further his electoral chances	0
goal	1
my fist carries a force	1
rhetoric of that kind	0
concerns	0
supremacy	0
saw	1
has no love lost	0
should not	0
incapable	0
justice must be done	1
inhumane and degrading	0
am pleased	1
are refusing	0
assuming a rigid stance against	0
evil	0
not welcome	0
do n't want	0
has been fully supporting	1
at one speed or another	0
humanely	1
gulf between	0
disapproves	0
one of the most dangerous places on earth	0
problems	0
support	1
pushed	1
hypocrisy	0
enemies of america is not just	0
the lobbying	1
crush	0
no benefit at all	0
recognition	1
assailed	0
burden really lies	0
misrule	0
praised	1
freedom	1
provocative enough	0
is not acceptable in a democracy	0
major uncertainty	0
take the lead	1
the peace treaty was in favour of the zionist enemy	0
repeatedly vowed	0
a late resolution	0
pleased	1
principled	1
he was going to demand	0
a political stratagem	0
freak show	0
topple	0
loyal	1
the approval by	1
than they deserve	0
wants	1
aspirations	1
thinks	0
very great	1
arrogance toward	0
gain the upper hand	0
warning	0
is interested	1
to paint a dark picture	0
kept things vague	0
only	0
rising chinese threat	0
reserves	0
hampering	0
anger	0
quick to suppress	0
lacking good will	0
and punish those guilty	0
but he may be	1
absorb such a burden	0
could not be clearer	1
illegal combatants , not prisoners of war	0
harboring serious doubts	0
ruined	0
declaration of support	1
despite the perils	0
undemocratic	0
threatened	0
badly - resolved problems	0
to create the impression	0
axis of evil argument	0
to set priorities	1
is inclined	1
such measures	0
devastating	0
the evil that must be destroyed	0
support of	1
all manner of	1
mix up	0
they stand with empty pockets and their hands empty , out toward alberta	0
stands on the side of justice	1
evil in politics	0
protest	0
new political perspective	0
share a hatred	0
the desperate fight	0
and yet	0
abandonment	0
sharply questioned	0
break the spirit of	0
cautioned	0
get inspiration	1
could become worse	0
was worried	0
barely scraped through	0
have watched with chagrin	0
thrust out his hand	1
rigged and unacceptable	0
is brazen	0
barbarians	0
accused	0
has taken a negative stand	0
seriously violated	0
security	1
so - called	0
very odd	0
combative talk	0
feel sorry for	0
ongoing human rights violations	0
has discretely assured	1
predatory	0
respect	1
preferring	1
free to practice any religion	1
poor human rights conditions	0
accusations	0
traumatized	0
would make it possible	1
that will win us votes	1
bad	0
changed the warning	0
said optimistically	1
tried hard to establish	1
defects	0
protection	0
welcomed	1
hopes	1
no more	1
disagree	0
any pretence of fairness to all sides	0
niche of affection and solidarity	1
will be faithful to the laws of the republic of zimbabwe	1
intense interrogation	0
an attack	0
their confusion of ends and means	0
terrorists	0
encouraged	1
concern raised	0
destroy so - called peace	0
crackdown	0
volatile	0
brutal and oppressive rule	0
threat to france 's ethic and religious minorities	0
worst	0
taking away the will to react and defend	0
scheme	0
desperate	0
gross violations	0
continue to encourage	1
would want	1
denounced	0
getting better	1
as difficult as it may be	0
against	0
is based on mutual respect and understanding	1
will be just as good	1
especially those who are dangerous and suicidal	0
will press on	1
cried	0
thinking	0
despondent	0
destructive	0
presumptive	0
not	0
perpetrates spiteful conduct of all kinds worldwide	0
intimidation	0
great israeli empire	1
not only	1
playing with words	0
shouting insults	0
such biased	0
inhumane	0
nothing more than an embellishment	0
errant member	0
these accusations	0
to labeling	0
true reflection of the people 's will	1
supported	1
are deeply skeptical	0
the crime they have committed together	0
pledged to fight	0
squeezing	0
to do away with	0
although	0
warnings	0
dignified	1
will reaffirm	1
congratulated	1
will be unable to attain the most basic	0
there will be no investments	0
human rights violations	0
terrorist thugs	0
moderate behavior	1
excuses	0
too long	0
total submission	0
peaceful	1
posed a credible security threat	0
agreed	1
must not use double standards	0
pushed	1
peacefully	1
more alarming faults	0
all kinds of vicious	0
exemplary	1
sensing	0
right	1
denunciation	0
to hide from protestors	0
gagged	0
threatened	0
sense of belonging	1
that will result in the creation of more jobs	1
unashamedly seen fit	0
empire of evil	0
daylight robbery	0
axis of evil	0
hopes	1
persistent alignment	1
appropriate	1
had secretly harbored the fantasy	1
world 's policeman	0
stymied	0
the concerns voiced	0
appreciation	1
military adventurism	0
criticism	0
is committed	1
most disturbing of all	0
have warned	0
dressings down	0
withdrew support	0
champion of democracy	1
warned	0
charging	0
justice always finds support	1
perception	0
promised	1
moments of sheer exhilaration	1
as if our country had a human rights problem	0
for months	0
ugly split	0
long - term interest	1
the opposition	0
scaring away	0
brutality	0
is a gross mistake	0
wants	1
support	1
extreme weakness	0
placed hopes	1
club med	0
vowed	1
legitimate	1
believing	1
better - than - expected response	1
rebelled	0
linked	0
would not support	0
criticized	0
has confirmed	1
acquires special relevance this year	1
one - sided	0
expression of mankind 's progress	1
have not formed a sufficiently strong alliance	0
was rejected	0
victimizing the lives	0
still - tense relationship	0
rigged	0
farce of coup d'etat was staged	0
oppressed	0
systematic cheating , spoiling tactics , rigid new laws and sheer obstruction	0
binding wounds	1
true threat	0
not a normal country	0
difficult israeli demands	0
do n't want	0
criticized	0
should be cause for a muslim war	0
hype	0
charged	0
bitter	0
the axis of evil	0
denouncing	0
forefront of combating	0
dire possible consequences	0
has already done several things	0
an axis of evil	0
the rhetoric of good and evil is not suitable	0
try to threaten	0
the best role model	1
enemies of mankind	0
biggest terrorist country	0
extremely easy	0
they are a bit of a tangle	0
bush has made a 'big mistake	0
unfair	0
pass up the biggest chance of his political life	1
a problem	0
little truth	0
extremist inclinations	0
hardest hit	0
excited	1
called for	1
enjoys no social base	0
strong resolve	1
scenes of destruction	0
a strong turnout favored him	1
hoped	1
has yet to show	0
lead to questions	0
does not qualify for any of the laws	0
as if the crowd and people 's nerves were already not enough to heat up the atmosphere	0
undermining everything	0
deleterious	0
pleasing it is to my own ears	1
gave their thumbs up	1
the suspicions	0
disastrous	0
hold	1
would do nothing	0
harsh treatment of its own citizens	0
isolate and fortify itself	1
was uncomfortable	0
bodes well	1
were worried	0
brutalizing	0
chaos	0
restore credibility	1
had also been criticised	0
farce	0
sound the alarm	0
peace and stability of the world	1
prematurely hustled off so the military can dump us in nowheresville , new jersey , on a sunday night after every rental car place in the state has closed	0
welcomed	1
is suspected	0
would not stand idly by	0
impose	0
will	1
will want to know	1
has been very critical	0
more realistic attitude	1
the cold war stereotype	0
want	1
calling on	1
meant to intimidate	0
stressed	0
want to sweep aside all competitors from other countries	0
could destroy entire planets	0
staged	0
warned	0
the same and worse	0
preserve	1
rock - throwing youths responded	0
lambasted	0
by any means	0
rejecting the idea	0
impugned by biased reports	0
in protest against the israeli holocaust against palestinian civilians	0
it 's shameful	0
praised	1
to tighten the noose around the axis of evil	0
quit its moves to obstruct a fair middle east settlement	0
considers	1
can easily talk	0
cold	0
protests	0
with the guerrillas in particular , we supply the dead , while you enjoy politics	0
wants	1
countries are poor because they want to be	0
humanely	1
transparent , credible , free and fair	1
nothing more	0
cataclysmic consequences	0
evaluated	0
recommends	1
axis of evil	0
civilized	1
possible regression	0
being biased in favour of	1
the failed coup attempts that the united states first blessed and then disavowed	0
reminiscent of the torture centres	0
goes against the facts	0
fraudulent	0
not stained with blood	1
draw the ire of	0
absolutely do not go	0
admirers	1
it will just be dragged along	0
israel makes itself appear	0
would be easier	1
desire	1
slaughtered	0
criticizing	0
